question_id,subject_id
1088,"[0, 1, 98, 145]"
1444,"[0, 1, 98, 145]"
1380,"[0, 39, 42, 44]"
1395,"[0, 1, 98, 145]"
992,"[0, 1, 98, 145]"
422,"[0, 1, 98, 146]"
357,"[0, 1, 98, 149]"
1592,"[0, 1, 98, 149]"
233,"[0, 1, 96, 156]"
206,"[0, 1, 98, 145]"
1383,"[0, 1, 96, 156]"
141,"[0, 1, 98, 146]"
405,"[0, 1, 98, 146]"
1254,"[0, 1, 98, 149]"
1567,"[0, 1, 98, 149]"
901,"[0, 1, 10, 232]"
775,"[0, 1, 8, 173]"
1248,"[0, 1, 8, 171]"
31,"[0, 1, 8, 173]"
1175,"[0, 1, 14, 371]"
362,"[0, 1, 2, 98]"
987,"[0, 1, 98, 146]"
495,"[0, 39, 55, 119]"
1576,"[0, 39, 121, 122]"
473,"[0, 1, 10, 232]"
925,"[0, 1, 11, 153]"
1494,"[0, 1, 96, 156]"
251,"[0, 1, 5, 166]"
1308,"[0, 39, 41, 42]"
399,"[0, 1, 8, 168]"
935,"[0, 1, 12, 176]"
1268,"[0, 1, 7, 182]"
135,"[0, 1, 12, 176]"
290,"[0, 1, 12, 176]"
619,"[0, 1, 98, 145]"
629,"[0, 1, 98, 145]"
243,"[0, 39, 41, 42]"
1110,"[0, 1, 98, 146]"
244,"[0, 1, 98, 146]"
335,"[0, 1, 98, 146]"
395,"[0, 1, 98, 145]"
80,"[0, 1, 98, 145]"
1337,"[0, 1, 98, 146]"
1023,"[0, 1, 98, 146]"
958,"[0, 39, 51, 119]"
108,"[0, 1, 98, 146]"
696,"[0, 1, 98, 146]"
1077,"[0, 1, 98, 145]"
1428,"[0, 1, 98, 145]"
1095,"[0, 1, 11, 154]"
1707,"[0, 1, 98, 146]"
1762,"[0, 39, 121, 122]"
1597,"[0, 39, 42, 126, 283]"
865,"[0, 1, 98, 147]"
650,"[0, 1, 6, 163]"
1499,"[0, 1, 6, 163]"
694,"[0, 1, 98, 147]"
1671,"[0, 1, 98, 147]"
1341,"[0, 39, 58, 218]"
453,"[0, 17, 22, 39, 64, 204, 222]"
531,"[0, 1, 8, 175]"
638,"[0, 39, 42, 283]"
538,"[0, 39, 67, 133]"
204,"[0, 1, 11, 153]"
1075,"[0, 1, 98, 145]"
1372,"[0, 1, 96, 159]"
1286,"[0, 1, 5, 166]"
12,"[0, 1, 5, 166]"
1717,"[0, 39, 123, 299]"
131,"[0, 1, 2, 98]"
562,"[0, 1, 6, 164]"
1735,"[0, 39, 43, 123]"
487,"[0, 39, 123, 124]"
1516,"[0, 68, 69, 238]"
725,"[0, 1, 14, 39, 50, 338, 371]"
180,"[0, 1, 98, 144]"
566,"[0, 1, 98, 146]"
107,"[0, 1, 98, 146]"
482,"[0, 1, 98, 144]"
348,"[0, 1, 98, 146]"
1153,"[0, 1, 98, 144]"
86,"[0, 1, 98, 146]"
1565,"[0, 1, 98, 146]"
223,"[0, 17, 29, 116]"
667,"[0, 17, 28, 105]"
104,"[0, 17, 18, 102]"
1510,"[0, 17, 29, 116]"
477,"[0, 1, 98, 149]"
895,"[0, 1, 98, 146]"
1032,"[0, 1, 98, 146]"
449,"[0, 39, 53, 123]"
22,"[0, 1, 98, 146, 147]"
690,"[0, 17, 29, 116]"
1051,"[0, 1, 9, 189]"
1456,"[0, 1, 98, 377]"
1007,"[0, 1, 96, 156]"
379,"[0, 1, 6, 163]"
1581,"[0, 1, 98, 145]"
981,"[0, 1, 98, 146]"
1009,"[0, 39, 43, 123]"
747,"[0, 1, 5, 167]"
560,"[0, 39, 55, 119]"
592,"[0, 39, 42, 128]"
44,"[0, 1, 98, 147]"
1226,"[0, 1, 10, 232]"
277,"[0, 1, 9, 188]"
911,"[0, 1, 98, 146]"
960,"[0, 1, 98, 150]"
1050,"[0, 39, 43, 123]"
1723,"[0, 39, 67, 134]"
825,"[0, 1, 98, 147]"
1414,"[0, 1, 6, 162]"
625,"[0, 1, 98, 147]"
34,"[0, 1, 98, 146]"
1327,"[0, 1, 98, 145]"
1626,"[0, 1, 98, 146]"
1605,"[0, 1, 96, 159]"
403,"[0, 1, 98, 146]"
905,"[0, 1, 98, 145]"
1300,"[0, 1, 98, 146]"
1611,"[0, 1, 98, 146]"
1114,"[0, 1, 2, 98]"
993,"[0, 39, 43, 123]"
1422,"[0, 1, 98, 147]"
1205,"[0, 1, 98, 147]"
1658,"[0, 1, 98, 145]"
733,"[0, 1, 98, 145]"
868,"[0, 1, 98, 145]"
1069,"[0, 1, 6, 163]"
1232,"[0, 1, 98, 146]"
944,"[0, 1, 98, 146]"
1664,"[0, 1, 10, 232]"
1729,"[0, 1, 10, 232]"
1541,"[0, 1, 10, 232]"
626,"[0, 1, 98, 145]"
584,"[0, 1, 98, 147]"
170,"[0, 1, 98, 147]"
427,"[0, 1, 98, 144]"
544,"[0, 1, 98, 145]"
1233,"[0, 1, 98, 144]"
1173,"[0, 1, 98, 144]"
1207,"[0, 1, 98, 146]"
663,"[0, 1, 98, 146]"
969,"[0, 39, 51, 119]"
1357,"[0, 1, 98, 146]"
1489,"[0, 1, 98, 147]"
239,"[0, 1, 6, 162]"
1604,"[0, 1, 9, 188]"
232,"[0, 1, 9, 188]"
1496,"[0, 1, 6, 164]"
1721,"[0, 39, 123, 124]"
475,"[0, 1, 98, 147]"
916,"[0, 68, 76, 242]"
309,"[0, 39, 47, 212]"
316,"[0, 1, 12, 176]"
1624,"[0, 1, 12, 177]"
1161,"[0, 1, 12, 177]"
205,"[0, 1, 5, 166, 167]"
616,"[0, 1, 6, 164]"
866,"[0, 1, 8, 173]"
1396,"[0, 39, 42, 283]"
1754,"[0, 39, 50, 138]"
1054,"[0, 1, 8, 174]"
502,"[0, 39, 65, 152]"
492,"[0, 39, 45, 131]"
1365,"[0, 39, 43, 123]"
512,"[0, 1, 6, 164]"
731,"[0, 1, 96, 98, 156, 350]"
836,"[0, 17, 29, 116]"
1140,"[0, 1, 8, 174]"
125,"[0, 1, 8, 174]"
1683,"[0, 1, 8, 175]"
356,"[0, 1, 7, 180]"
254,"[0, 1, 7, 180, 181]"
1408,"[0, 17, 49, 266]"
1477,"[0, 39, 62, 221]"
681,"[0, 39, 62, 221]"
1305,"[0, 1, 98, 147]"
198,"[0, 1, 98, 147]"
1229,"[0, 1, 98, 147]"
1167,"[0, 1, 98, 147]"
1411,"[0, 1, 9, 188]"
872,"[0, 1, 98, 147]"
1467,"[0, 1, 98, 147]"
1104,"[0, 1, 98, 147]"
1276,"[0, 39, 53, 123]"
314,"[0, 1, 8, 170]"
368,"[0, 1, 8, 171]"
480,"[0, 17, 29, 116]"
322,"[0, 17, 29, 116]"
1046,"[0, 1, 8, 173]"
209,"[0, 1, 8, 174]"
1705,"[0, 1, 7, 180]"
858,"[0, 17, 29, 116]"
739,"[0, 1, 5, 39, 65, 139, 167]"
813,"[0, 17, 32, 104]"
520,"[0, 17, 32, 104]"
680,"[0, 17, 49, 266]"
864,"[0, 17, 22, 204]"
70,"[0, 1, 8, 168]"
533,"[0, 1, 8, 168]"
1130,"[0, 1, 8, 168]"
995,"[0, 1, 8, 168]"
328,"[0, 1, 8, 171]"
126,"[0, 1, 96, 156]"
1154,"[0, 17, 29, 116]"
46,"[0, 1, 7, 180]"
1468,"[0, 1, 12, 177]"
1346,"[0, 1, 12, 178]"
1085,"[0, 1, 8, 168]"
287,"[0, 17, 32, 104]"
941,"[0, 1, 8, 173]"
1295,"[0, 68, 78, 245]"
1165,"[0, 68, 77, 245]"
1343,"[0, 68, 242, 244]"
270,"[0, 1, 8, 168]"
273,"[0, 1, 7, 180]"
1740,"[0, 1, 98, 147]"
497,"[0, 1, 98, 147]"
1321,"[0, 1, 98, 147]"
1738,"[0, 68, 78, 245]"
1310,"[0, 1, 98, 147]"
1583,"[0, 1, 8, 168]"
820,"[0, 1, 8, 169]"
1426,"[0, 1, 8, 171]"
1160,"[0, 1, 8, 172]"
581,"[0, 1, 98, 146]"
1700,"[0, 1, 98, 146]"
469,"[0, 1, 98, 146]"
642,"[0, 1, 98, 147]"
639,"[0, 1, 98, 147]"
1179,"[0, 1, 8, 168]"
191,"[0, 1, 7, 180]"
648,"[0, 1, 8, 168]"
1022,"[0, 1, 8, 168]"
689,"[0, 1, 8, 169]"
536,"[0, 1, 8, 169]"
712,"[0, 1, 8, 171]"
214,"[0, 1, 8, 171]"
162,"[0, 1, 6, 163]"
3,"[0, 1, 8, 168]"
947,"[0, 1, 8, 168]"
1646,"[0, 68, 80, 345]"
30,"[0, 68, 80, 237]"
1260,"[0, 17, 32, 104]"
207,"[0, 39, 45, 129]"
1342,"[0, 1, 8, 169]"
289,"[0, 1, 8, 171]"
556,"[0, 1, 8, 169]"
674,"[0, 1, 8, 169]"
1639,"[0, 1, 8, 168]"
445,"[0, 1, 8, 173]"
1240,"[0, 1, 8, 173]"
226,"[0, 1, 2, 98]"
1466,"[0, 1, 232, 233]"
1727,"[0, 1, 96, 158]"
421,"[0, 17, 32, 104]"
1371,"[0, 1, 8, 174]"
879,"[0, 17, 28, 105]"
971,"[0, 39, 43, 123]"
1073,"[0, 39, 45, 130]"
797,"[0, 17, 32, 104]"
1677,"[0, 17, 32, 104]"
1615,"[0, 17, 32, 104]"
1417,"[0, 1, 98, 144]"
401,"[0, 39, 65, 139]"
1544,"[0, 39, 65, 139]"
1363,"[0, 1, 10, 232]"
1129,"[0, 39, 65, 139]"
1061,"[0, 1, 7, 180]"
1590,"[0, 1, 7, 180]"
1242,"[0, 1, 98, 145]"
1625,"[0, 1, 7, 180]"
1763,"[0, 1, 98, 145]"
358,"[0, 1, 8, 169]"
837,"[0, 1, 8, 173]"
1415,"[0, 1, 8, 173]"
586,"[0, 17, 29, 116]"
4,"[0, 17, 32, 104]"
285,"[0, 17, 32, 104]"
1487,"[0, 39, 45, 130]"
264,"[0, 17, 28, 105]"
852,"[0, 68, 82, 242]"
1463,"[0, 68, 80, 236]"
1599,"[0, 68, 75, 242]"
218,"[0, 86, 99, 282]"
1397,"[0, 17, 18, 102]"
1222,"[0, 39, 65, 142]"
801,"[0, 39, 65, 142]"
1039,"[0, 1, 98, 147]"
1755,"[0, 68, 80, 236]"
611,"[0, 39, 121, 359]"
1529,"[0, 39, 51, 119]"
1756,"[0, 39, 51, 119]"
1602,"[0, 1, 8, 171]"
83,"[0, 1, 8, 169]"
847,"[0, 1, 98, 147]"
1643,"[0, 1, 98, 147]"
1391,"[0, 68, 80, 236]"
602,"[0, 68, 80, 236]"
1211,"[0, 39, 121, 122]"
630,"[0, 1, 8, 168]"
440,"[0, 1, 8, 168]"
372,"[0, 1, 98, 147]"
814,"[0, 68, 73, 242]"
1768,"[0, 68, 75, 242]"
13,"[0, 1, 8, 171]"
898,"[0, 1, 98, 147]"
1539,"[0, 1, 98, 147]"
1344,"[0, 1, 98, 147]"
153,"[0, 1, 98, 147]"
99,"[0, 1, 98, 147]"
140,"[0, 68, 75, 242]"
1507,"[0, 68, 80, 236]"
1458,"[0, 68, 73, 242]"
1506,"[0, 39, 53, 123]"
1432,"[0, 39, 53, 123]"
1497,"[0, 1, 8, 168]"
1076,"[0, 1, 8, 168]"
154,"[0, 1, 8, 168]"
1330,"[0, 1, 98, 147]"
129,"[0, 1, 98, 151]"
766,"[0, 1, 98, 151]"
926,"[0, 1, 98, 147]"
1728,"[0, 39, 65, 152]"
1155,"[0, 1, 8, 173]"
1452,"[0, 1, 98, 150]"
347,"[0, 1, 98, 151]"
7,"[0, 39, 67, 134]"
1622,"[0, 39, 43, 123]"
369,"[0, 1, 11, 154, 155]"
1630,"[0, 68, 69, 238]"
451,"[0, 1, 11, 155]"
1518,"[0, 39, 65, 140]"
1144,"[0, 1, 98, 145]"
1392,"[0, 1, 98, 151]"
1178,"[0, 17, 32, 104]"
320,"[0, 1, 98, 150]"
1400,"[0, 1, 98, 147]"
647,"[0, 39, 67, 133]"
1668,"[0, 39, 67, 134]"
1150,"[0, 1, 12, 176]"
326,"[0, 1, 12, 176]"
1538,"[0, 1, 98, 150]"
1158,"[0, 39, 52, 121]"
745,"[0, 39, 121, 301]"
832,"[0, 39, 42, 125]"
643,"[0, 39, 65, 139]"
718,"[0, 39, 45, 129]"
1465,"[0, 1, 14, 184]"
1243,"[0, 17, 22, 207]"
838,"[0, 39, 60, 221]"
1675,"[0, 1, 98, 147]"
963,"[0, 39, 58, 218]"
307,"[0, 1, 13, 186]"
930,"[0, 39, 56, 214]"
1349,"[0, 1, 6, 164]"
855,"[0, 39, 65, 142]"
1381,"[0, 17, 29, 116]"
848,"[0, 1, 14, 185]"
364,"[0, 1, 14, 185]"
835,"[0, 1, 14, 234]"
824,"[0, 1, 14, 234]"
18,"[0, 1, 12, 176]"
778,"[0, 39, 45, 129]"
1765,"[0, 39, 62, 221]"
1034,"[0, 17, 29, 117]"
295,"[0, 39, 65, 139]"
1578,"[0, 39, 65, 143]"
65,"[0, 39, 215, 216]"
1209,"[0, 17, 22, 202]"
1503,"[0, 1, 14, 371]"
604,"[0, 39, 62, 221]"
817,"[0, 17, 26, 107]"
1224,"[0, 1, 5, 167]"
439,"[0, 39, 51, 119]"
1019,"[0, 39, 65, 139]"
1401,"[0, 39, 65, 152]"
1472,"[0, 39, 65, 152]"
1043,"[0, 39, 119, 120]"
705,"[0, 39, 42, 126]"
271,"[0, 39, 62, 221]"
1699,"[0, 39, 62, 221]"
1767,"[0, 1, 98, 145]"
281,"[0, 1, 8, 168]"
1547,"[0, 1, 8, 168]"
1057,"[0, 39, 65, 152]"
116,"[0, 39, 65, 142]"
1737,"[0, 39, 65, 142]"
615,"[0, 39, 65, 152]"
1137,"[0, 39, 65, 152]"
1011,"[0, 17, 30, 38]"
433,"[0, 17, 29, 116]"
985,"[0, 17, 29, 116]"
571,"[0, 39, 42, 127]"
376,"[0, 39, 42, 127]"
1689,"[0, 39, 45, 129]"
1250,"[0, 68, 69, 238]"
937,"[0, 17, 35, 105]"
1733,"[0, 17, 30, 194]"
717,"[0, 39, 42, 126]"
1063,"[0, 39, 42, 126]"
1340,"[0, 1, 14, 234]"
265,"[0, 1, 14, 234]"
1660,"[0, 1, 14, 234]"
1119,"[0, 1, 14, 234]"
16,"[0, 1, 14, 234]"
113,"[0, 39, 42, 125]"
634,"[0, 1, 14, 184]"
1419,"[0, 17, 35, 105]"
1513,"[0, 68, 84, 242]"
990,"[0, 1, 13, 186]"
1697,"[0, 1, 8, 168]"
1647,"[0, 1, 14, 234]"
1714,"[0, 1, 14, 234]"
640,"[0, 68, 76, 242]"
10,"[0, 68, 69, 238]"
1555,"[0, 1, 8, 168]"
188,"[0, 39, 42, 128]"
470,"[0, 39, 65, 152]"
187,"[0, 39, 67, 134]"
1312,"[0, 39, 60, 221]"
720,"[0, 39, 65, 152]"
860,"[0, 39, 65, 152]"
33,"[0, 39, 65, 152]"
539,"[0, 39, 41, 42]"
534,"[0, 39, 119, 120]"
965,"[0, 39, 58, 218]"
1374,"[0, 39, 58, 218]"
1353,"[0, 39, 62, 221]"
1715,"[0, 39, 41, 42]"
1072,"[0, 39, 41, 42]"
1577,"[0, 39, 58, 218]"
1682,"[0, 39, 58, 218]"
139,"[0, 39, 58, 218]"
671,"[0, 39, 42, 125]"
957,"[0, 39, 42, 126]"
1708,"[0, 39, 42, 126]"
1279,"[0, 39, 42, 125]"
415,"[0, 1, 14, 184]"
1188,"[0, 39, 47, 213]"
772,"[0, 17, 22, 327]"
942,"[0, 1, 6, 163]"
32,"[0, 1, 98, 147]"
171,"[0, 1, 6, 163]"
163,"[0, 39, 65, 152]"
907,"[0, 39, 65, 152]"
910,"[0, 39, 65, 152]"
862,"[0, 39, 41, 42]"
1425,"[0, 39, 121, 122]"
173,"[0, 39, 121, 122]"
1304,"[0, 39, 121, 122]"
1219,"[0, 39, 65, 152]"
50,"[0, 39, 65, 152]"
1042,"[0, 39, 41, 42]"
389,"[0, 39, 121, 122]"
1712,"[0, 1, 96, 156]"
336,"[0, 39, 65, 152]"
703,"[0, 68, 73, 242]"
1338,"[0, 17, 49, 266]"
665,"[0, 1, 96, 156]"
11,"[0, 1, 96, 156]"
549,"[0, 1, 7, 180]"
1431,"[0, 1, 7, 180]"
782,"[0, 39, 65, 152]"
1525,"[0, 68, 84, 242]"
1157,"[0, 68, 73, 242]"
1079,"[0, 17, 49, 266]"
1037,"[0, 1, 5, 165]"
641,"[0, 1, 96, 157]"
1442,"[0, 1, 96, 157]"
1311,"[0, 1, 98, 145]"
28,"[0, 1, 98, 145]"
1181,"[0, 39, 53, 123]"
1661,"[0, 1, 96, 156]"
297,"[0, 1, 98, 148]"
757,"[0, 17, 32, 104]"
1124,"[0, 39, 121, 122]"
904,"[0, 39, 54, 121]"
1580,"[0, 39, 65, 140]"
888,"[0, 1, 13, 186]"
489,"[0, 68, 76, 242]"
196,"[0, 68, 69, 238]"
1145,"[0, 39, 67, 134]"
1734,"[0, 1, 98, 145]"
1128,"[0, 1, 98, 145]"
90,"[0, 39, 65, 152]"
579,"[0, 39, 65, 152]"
654,"[0, 1, 96, 157]"
1443,"[0, 1, 96, 157]"
543,"[0, 1, 98, 145]"
1246,"[0, 1, 98, 145]"
1235,"[0, 1, 98, 145]"
458,"[0, 1, 5, 166]"
972,"[0, 17, 32, 104]"
5,"[0, 17, 32, 104]"
1187,"[0, 39, 121, 122]"
1084,"[0, 39, 54, 121]"
1201,"[0, 39, 65, 142]"
1197,"[0, 1, 10, 232]"
443,"[0, 39, 67, 134]"
1631,"[0, 1, 9, 190]"
933,"[0, 17, 29, 118]"
63,"[0, 17, 29, 117]"
577,"[0, 39, 42, 128]"
302,"[0, 17, 22, 204]"
1202,"[0, 39, 56, 64, 214, 222]"
1352,"[0, 39, 67, 134]"
488,"[0, 39, 65, 141]"
1667,"[0, 1, 9, 15]"
668,"[0, 39, 42, 128]"
262,"[0, 17, 22, 205]"
1498,"[0, 17, 22, 205]"
1633,"[0, 1, 14, 371]"
978,"[0, 68, 74, 242]"
145,"[0, 39, 64, 222]"
727,"[0, 1, 5, 166]"
771,"[0, 1, 98, 146]"
448,"[0, 1, 12, 179]"
305,"[0, 17, 22, 201, 202]"
1364,"[0, 1, 9, 190]"
1720,"[0, 39, 56, 214]"
1003,"[0, 39, 64, 222, 313]"
402,"[0, 1, 9, 190]"
272,"[0, 1, 11, 153]"
350,"[0, 1, 11, 154]"
507,"[0, 1, 2, 98]"
1654,"[0, 1, 14, 234]"
1650,"[0, 39, 47, 212]"
1461,"[0, 39, 65, 152]"
1441,"[0, 1, 98, 146]"
143,"[0, 1, 11, 153]"
115,"[0, 1, 11, 155]"
878,"[0, 1, 11, 155]"
931,"[0, 1, 7, 181]"
346,"[0, 1, 7, 312]"
323,"[0, 17, 27, 112]"
384,"[0, 17, 27, 112]"
442,"[0, 1, 8, 171]"
1101,"[0, 1, 98, 145]"
923,"[0, 1, 96, 157]"
1522,"[0, 1, 96, 157, 158]"
266,"[0, 1, 14, 184]"
1000,"[0, 1, 14, 184]"
394,"[0, 1, 13, 186]"
1554,"[0, 1, 13, 186]"
999,"[0, 39, 65, 152]"
1527,"[0, 39, 65, 152]"
1033,"[0, 1, 98, 148]"
498,"[0, 1, 8, 173]"
1351,"[0, 1, 8, 170]"
874,"[0, 1, 8, 172]"
559,"[0, 1, 8, 172, 173]"
1214,"[0, 1, 5, 96, 98, 157, 166, 350]"
1535,"[0, 39, 41, 42]"
120,"[0, 1, 232, 233]"
1277,"[0, 1, 232, 233]"
1291,"[0, 1, 14, 185]"
779,"[0, 1, 14, 184]"
294,"[0, 313]"
1332,"[0, 1, 6, 163]"
1292,"[0, 1, 9, 190]"
400,"[0, 1, 9, 189]"
1373,"[0, 1, 8, 169]"
1752,"[0, 1, 3, 96]"
109,"[0, 1, 4, 160]"
1163,"[0, 1, 12, 179]"
418,"[0, 39, 42, 125]"
1228,"[0, 39, 42, 128]"
821,"[0, 68, 76, 242]"
1474,"[0, 1, 16, 191, 192]"
1747,"[0, 1, 16, 193]"
1112,"[0, 39, 121, 122]"
81,"[0, 39, 121, 122]"
1041,"[0, 39, 54, 121]"
58,"[0, 1, 6, 162]"
1561,"[0, 1, 9, 189]"
849,"[0, 1, 6, 164]"
1296,"[0, 39, 333]"
199,"[0, 39, 53, 123]"
1572,"[0, 313]"
768,"[0, 39, 43, 123, 313]"
77,"[0, 39, 43, 123, 124, 313, 360]"
1692,"[0, 17, 30, 38]"
1271,"[0, 17, 28, 105]"
174,"[0, 17, 28, 105]"
1245,"[0, 17, 32, 104]"
71,"[0, 39, 53, 123]"
1298,"[0, 39, 43, 123]"
192,"[0, 39, 67, 134]"
133,"[0, 39, 67, 134]"
1385,"[0, 1, 6, 163]"
1473,"[0, 1, 98, 147, 150]"
1347,"[0, 17, 22, 202]"
1315,"[0, 17, 22, 203]"
73,"[0, 17, 22, 203]"
759,"[0, 17, 22, 204]"
1234,"[0, 39, 59, 221]"
1585,"[0, 17, 32, 104]"
29,"[0, 17, 32, 104]"
1407,"[0, 1, 98, 149]"
194,"[0, 68, 80, 237]"
213,"[0, 68, 80, 237]"
499,"[0, 68, 84, 242]"
568,"[0, 39, 42, 128]"
167,"[0, 39, 42, 127]"
293,"[0, 68, 69, 238]"
913,"[0, 1, 12, 176]"
274,"[0, 1, 12, 176]"
938,"[0, 1, 8, 172, 174]"
1455,"[0, 1, 8, 172]"
920,"[0, 68, 245, 247]"
1262,"[0, 17, 18, 102]"
282,"[0, 17, 21, 103]"
1148,"[0, 17, 21, 103]"
1002,"[0, 17, 30, 195]"
352,"[0, 17, 107, 109]"
967,"[0, 17, 36, 332]"
908,"[0, 17, 103, 199]"
279,"[0, 39, 58, 218]"
371,"[0, 68, 242, 244]"
776,"[0, 68, 74, 242]"
241,"[0, 68, 74, 242]"
1010,"[0, 68, 238, 240]"
247,"[0, 68, 71, 242]"
1081,"[0, 68, 245, 250]"
1193,"[0, 17, 18, 102]"
1190,"[0, 17, 18, 102]"
1758,"[0, 17, 20, 103]"
303,"[0, 17, 19, 102]"
1203,"[0, 17, 21, 103]"
1760,"[0, 17, 103, 197]"
1186,"[0, 17, 30, 311]"
1030,"[0, 68, 245, 246]"
890,"[0, 68, 245, 246]"
1151,"[0, 68, 238, 240]"
82,"[0, 68, 70, 238]"
1280,"[0, 68, 245, 250]"
1418,"[0, 17, 36, 332]"
1399,"[0, 1, 9, 190]"
1389,"[0, 17, 22, 207]"
1564,"[0, 17, 31, 104]"
60,"[0, 17, 33, 104]"
36,"[0, 17, 33, 104]"
1495,"[0, 17, 33, 104]"
404,"[0, 17, 27, 112]"
1134,"[0, 17, 27, 113]"
353,"[0, 1, 13, 187]"
1557,"[0, 17, 26, 107]"
1771,"[0, 17, 22, 200]"
1674,"[0, 17, 23, 209]"
248,"[0, 17, 39, 107, 108, 215, 216]"
1695,"[0, 17, 22, 204]"
105,"[0, 17, 22, 204]"
1678,"[0, 17, 31, 104]"
953,"[0, 17, 49, 266]"
396,"[0, 39, 48, 215, 217]"
679,"[0, 39, 215, 216]"
1287,"[0, 39, 64, 223]"
14,"[0, 39, 62, 221]"
1215,"[0, 39, 59, 221]"
651,"[0, 39, 67, 134]"
682,"[0, 68, 78, 245]"
1501,"[0, 68, 82, 242]"
118,"[0, 1, 9, 15]"
1005,"[0, 1, 9, 15]"
486,"[0, 17, 198, 310]"
1199,"[0, 17, 33, 104]"
1523,"[0, 17, 37, 104]"
1563,"[0, 1, 13, 187]"
1258,"[0, 17, 23, 210]"
1097,"[0, 39, 50, 137]"
481,"[0, 39, 50, 138]"
1410,"[0, 39, 57, 215]"
397,"[0, 39, 42, 48, 215, 283]"
434,"[0, 39, 42, 44]"
964,"[0, 39, 64, 223]"
695,"[0, 39, 67, 372]"
870,"[0, 39, 67, 373]"
42,"[0, 68, 79, 245]"
557,"[0, 68, 245, 246]"
1749,"[0, 68, 245, 250]"
414,"[0, 1, 9, 15]"
447,"[0, 1, 6, 164]"
45,"[0, 1, 6, 163]"
550,"[0, 1, 3, 96]"
1126,"[0, 1, 12, 179]"
994,"[0, 1, 98, 147]"
1306,"[0, 39, 53, 123]"
130,"[0, 17, 30, 194]"
27,"[0, 17, 28, 105]"
390,"[0, 39, 42, 125]"
1409,"[0, 39, 55, 119]"
1359,"[0, 39, 42, 127]"
1170,"[0, 39, 42, 127]"
811,"[0, 39, 65, 141]"
1116,"[0, 39, 67, 134]"
1766,"[0, 39, 55, 119]"
511,"[0, 68, 83, 242]"
670,"[0, 68, 73, 242]"
791,"[0, 1, 98, 145]"
1470,"[0, 1, 98, 145]"
278,"[0, 1, 2, 98]"
64,"[0, 1, 2, 98]"
614,"[0, 1, 12, 176]"
918,"[0, 1, 98, 147]"
1313,"[0, 39, 65, 152]"
0,"[0, 39, 43, 123]"
1083,"[0, 39, 43, 123]"
56,"[0, 39, 55, 119]"
275,"[0, 39, 121, 122]"
493,"[0, 39, 42, 126]"
331,"[0, 39, 42, 127]"
166,"[0, 68, 73, 242]"
168,"[0, 39, 59, 221]"
940,"[0, 39, 47, 212]"
519,"[0, 39, 65, 139]"
1062,"[0, 39, 65, 139]"
510,"[0, 39, 47, 212]"
1247,"[0, 39, 47, 212]"
430,"[0, 39, 56, 214]"
1122,"[0, 39, 59, 221]"
1361,"[0, 39, 59, 221]"
724,"[0, 39, 60, 221]"
280,"[0, 39, 61, 221]"
1156,"[0, 39, 60, 221]"
743,"[0, 39, 62, 221]"
1549,"[0, 39, 62, 221]"
450,"[0, 1, 4, 8, 160, 168]"
1713,"[0, 1, 7, 181]"
715,"[0, 1, 7, 182]"
1086,"[0, 39, 61, 221]"
580,"[0, 17, 28, 105]"
728,"[0, 1, 98, 145]"
767,"[0, 1, 96, 157, 158]"
367,"[0, 39, 65, 142]"
134,"[0, 39, 42, 128]"
1595,"[0, 1, 9, 188, 190]"
503,"[0, 1, 98, 151]"
1490,"[0, 1, 2, 98]"
106,"[0, 1, 11, 154]"
1620,"[0, 1, 9, 190]"
1056,"[0, 68, 242, 244]"
1166,"[0, 1, 12, 177, 178]"
666,"[0, 39, 42, 44]"
909,"[0, 39, 42, 44]"
329,"[0, 39, 42, 44]"
491,"[0, 1, 10, 12, 98, 147, 177, 232]"
318,"[0, 1, 98, 146]"
735,"[0, 1, 98, 149]"
284,"[0, 17, 30, 194]"
1478,"[0, 86, 88, 260]"
1629,"[0, 1, 10, 232]"
291,"[0, 17, 35, 105]"
1718,"[0, 17, 104, 306]"
1297,"[0, 86, 88, 259]"
175,"[0, 86, 88, 260]"
296,"[0, 68, 238, 239]"
94,"[0, 1, 12, 17, 35, 105, 177]"
793,"[0, 1, 10, 14, 184, 232]"
1542,"[0, 1, 98, 150]"
208,"[0, 17, 18, 102]"
561,"[0, 1, 6, 164, 313]"
1710,"[0, 68, 77, 245]"
869,"[0, 68, 70, 238]"
1301,"[0, 39, 50, 138]"
770,"[0, 39, 65, 141]"
540,"[0, 17, 32, 104]"
437,"[0, 1, 6, 163]"
315,"[0, 17, 33, 104]"
185,"[0, 39, 47, 212]"
87,"[0, 17, 30, 38]"
1505,"[0, 68, 242, 244]"
1354,"[0, 39, 64, 222]"
1600,"[0, 1, 9, 15]"
1252,"[0, 17, 27, 113]"
884,"[0, 39, 59, 221]"
582,"[0, 1, 6, 317]"
565,"[0, 39, 43, 123]"
1014,"[0, 1, 12, 177]"
361,"[0, 17, 30, 194]"
1376,"[0, 1, 8, 172]"
1048,"[0, 39, 62, 221]"
792,"[0, 17, 22, 203]"
1613,"[0, 1, 96, 156]"
1270,"[0, 39, 67, 133]"
719,"[0, 1, 5, 166]"
1027,"[0, 39, 55, 119]"
354,"[0, 1, 98, 146]"
17,"[0, 1, 6, 162, 164]"
310,"[0, 1, 98, 145]"
899,"[0, 39, 123, 299]"
1770,"[0, 1, 98, 147]"
